DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2020,970,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2021,1800,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2022,190,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2023,1800,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2009,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2010,52,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2011,42,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2012,69,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2013,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2014,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2015,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2016,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2017,19,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2018,26,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2019,34,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2020,31,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2021,36,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2022,31,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands (Kingdom of the),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2023,40,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2009,9,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2010,11,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2011,13,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2012,19,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2013,8,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2014,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2015,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2016,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2017,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2018,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2019,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2020,0,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2021,6,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2022,9,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NZL: New Zealand,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2023,10,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2001,920,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2002,340,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2003,400,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2004,110,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2005,120,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2006,77,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NIC: Nicaragua,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2007,280,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
